D1981,77000D198100,重庆北,西安北,CUW,EAY
D1982,4f000D198302,西安北,重庆北,EAY,CUW
D1983,4f000D198302,西安北,重庆北,EAY,CUW
D1984,77000D198100,重庆北,西安北,CUW,EAY
D1985,77000D198500,重庆北,西安北,CUW,EAY
D1986,4f000D198700,西安北,重庆北,EAY,CUW
D1987,4f000D198700,西安北,重庆北,EAY,CUW
D1988,77000D198500,重庆北,西安北,CUW,EAY
D1989,77000D198900,重庆北,西安北,CUW,EAY
D1990,4f000D199102,西安北,重庆北,EAY,CUW
D1991,4f000D199102,西安北,重庆北,EAY,CUW
D1992,77000D198900,重庆北,西安北,CUW,EAY
D2001,24000D20010M,北京西,运城北,BXP,ABV
D2002,27000D200226,临汾西,北京西,LXV,BXP
D2003,24000D20030G,北京西,运城北,BXP,ABV
D2004,27000D200446,运城北,北京西,ABV,BXP
D2005,24000D20050E,北京西,临汾西,BXP,LXV
D2006,27000D200646,运城北,北京西,ABV,BXP
D2101,56000D210100,衢州,合肥南,QEH,ENH
D2102,5i000D210300,合肥南,衢州,ENH,QEH
D2103,5i000D210300,合肥南,衢州,ENH,QEH
D2104,56000D210100,衢州,合肥南,QEH,ENH
D2105,56000D210500,衢州,南昌,QEH,NCG
D2106,57000D210600,南昌,衢州,NCG,QEH
D2187,39000D219002,汉口,杭州东,HKN,HGH
D2188,56000D218812,杭州东,宜昌东,HGH,HAN
D2189,56000D218812,杭州东,宜昌东,HGH,HAN
D2190,39000D219002,汉口,杭州东,HKN,HGH
D2191,42000D219402,宜昌东,杭州东,HAN,HGH
D2192,56000D219212,杭州东,汉口,HGH,HKN
D2193,56000D219212,杭州东,汉口,HGH,HKN
D2194,42000D219402,宜昌东,杭州东,HAN,HGH
D2195,39000D219801,汉口,宁波,HKN,NGH
D2196,5e000D219610,宁波,汉口,NGH,HKN
D2197,5e000D219610,宁波,汉口,NGH,HKN
D2198,39000D219801,汉口,宁波,HKN,NGH
D2205,76000D220810,成都,上海虹桥,CDW,AOH
D2206,5l000D220663,上海虹桥,成都,AOH,CDW
D2207,5l000D220663,上海虹桥,成都,AOH,CDW
D2208,76000D220810,成都,上海虹桥,CDW,AOH
D2211,77000D221406,重庆北,上海虹桥,CUW,AOH
D2212,5l000D221224,上海虹桥,重庆北,AOH,CUW
D2213,5l000D221224,上海虹桥,重庆北,AOH,CUW
D2214,77000D221406,重庆北,上海虹桥,CUW,AOH
D2215,77000D221806,重庆北,上海虹桥,CUW,AOH
D2216,5l000D221650,上海虹桥,重庆北,AOH,CUW
D2217,5l000D221650,上海虹桥,重庆北,AOH,CUW
D2218,77000D221806,重庆北,上海虹桥,CUW,AOH
D2221,76000D222407,成都东,杭州东,ICW,HGH
D2222,56000D222251,杭州东,成都东,HGH,ICW
D2223,56000D222251,杭州东,成都东,HGH,ICW
D2224,76000D222407,成都东,杭州东,ICW,HGH
D2225,77000D222805,重庆北,福州,CUW,FZS
D2226,58000D22260A,福州,重庆北,FZS,CUW
D2227,58000D22260A,福州,重庆北,FZS,CUW
D2228,77000D222805,重庆北,福州,CUW,FZS
D2231,77000D223409,重庆北,厦门北,CUW,XKS
D2232,5n000D22320D,厦门北,重庆北,XKS,CUW
D2233,5n000D22320D,厦门北,重庆北,XKS,CUW
D2234,77000D223409,重庆北,厦门北,CUW,XKS
D2235,76000D223805,成都东,南昌,ICW,NCG
D2236,57000D22360C,南昌,成都东,NCG,ICW
D2237,57000D22360C,南昌,成都东,NCG,ICW
D2238,76000D223805,成都东,南昌,ICW,NCG
D2241,76000D22440C,成都东,福州,ICW,FZS
D2242,58000D22420J,福州,成都东,FZS,ICW
D2243,58000D22420J,福州,成都东,FZS,ICW
D2244,76000D22440C,成都东,福州,ICW,FZS
D2245,77000D224804,重庆北,杭州东,CUW,HGH
D2246,56000D224621,杭州东,重庆北,HGH,CUW
D2247,56000D224621,杭州东,重庆北,HGH,CUW
D2248,77000D224804,重庆北,杭州东,CUW,HGH
D2251,39000D225106,汉口,重庆北,HKN,CUW
D2252,77000D225204,重庆北,汉口,CUW,HKN
D2254,5s000D225421,宜兴,成都东,YUH,ICW
D2255,5s000D225421,宜兴,成都东,YUH,ICW
D2256,76000D225605,成都东,南京南,ICW,NKH
D2259,39000D225908,汉口,成都东,HKN,ICW
D2260,76000D22600A,成都东,汉口,ICW,HKN
D2261,76000D226402,成都东,杭州东,ICW,HGH
D2262,56000D226251,杭州东,成都东,HGH,ICW
D2263,56000D226251,杭州东,成都东,HGH,ICW
D2264,76000D226402,成都东,杭州东,ICW,HGH
D2265,39000D226505,汉口,重庆北,HKN,CUW
D2266,77000D226603,重庆北,汉口,CUW,HKN
D2267,77000D227002,重庆北,南通,CUW,NUH
D2268,5f000D226821,南通,重庆北,NUH,CUW
D2269,5f000D226821,南通,重庆北,NUH,CUW
D2270,77000D227002,重庆北,南通,CUW,NUH
D2271,5l000D227121,南京南,重庆北,NKH,CUW
D2272,77000D227205,重庆北,南京南,CUW,NKH
D2275,77000D227804,重庆北,武汉,CUW,WHN
D2276,4e000D227607,武汉,重庆北,WHN,CUW
D2277,4e000D227607,武汉,重庆北,WHN,CUW
D2278,77000D227804,重庆北,武汉,CUW,WHN
D2281,54000D228140,南京,深圳北,NJH,IOQ
D2282,6i000D228209,深圳北,南京,IOQ,NJH
D2283,5l000D228361,上海虹桥,深圳北,AOH,IOQ
D2284,6i000D22840A,深圳北,上海虹桥,IOQ,AOH
D2285,5l000D228521,上海虹桥,深圳北,AOH,IOQ
D2286,6i000D228609,深圳北,上海虹桥,IOQ,AOH
D2287,5l000D228732,上海虹桥,深圳北,AOH,IOQ
D2288,6i000D22880B,深圳北,上海虹桥,IOQ,AOH
D2293,5j000D229361,温州南,深圳北,VRH,IOQ
D2294,6i000D22940B,深圳北,温州南,IOQ,VRH
D2295,5n000D22950E,福州南,深圳北,FYS,IOQ
D2296,6i000D22960C,深圳北,泰宁,IOQ,TNS
D2297,5u000D22970C,泰宁,深圳北,TNS,IOQ
D2298,6i000D22980E,深圳北,福州南,IOQ,FYS
D2301,5n000D23010D,福州南,深圳北,FYS,IOQ
D2302,6i000D230208,深圳北,厦门,IOQ,XMS
D2303,5n000D23030H,福州南,深圳北,FYS,IOQ
D2304,6i000D23040B,深圳北,上饶,IOQ,SRG
D2305,58000D23050A,厦门,深圳北,XMS,IOQ
D2306,6i000D23060E,深圳北,福州南,IOQ,FYS
D2307,5n000D23070D,福州南,深圳北,FYS,IOQ
D2308,6i000D23080A,深圳北,福州南,IOQ,FYS
D2309,5n000D23090E,福州南,深圳北,FYS,IOQ
D2310,6i000D23100C,深圳北,福州南,IOQ,FYS
D2311,5n000D23110C,福州南,深圳北,FYS,IOQ
D2312,6i000D23120C,深圳北,福州南,IOQ,FYS
D2313,5n000D231309,泉州,深圳北,QYS,IOQ
D2314,6i000D231406,深圳北,泉州,IOQ,QYS
D2315,5n000D23150B,泉州,深圳北,QYS,IOQ
D2316,6i000D23160A,深圳北,厦门,IOQ,XMS
D2317,58000D231708,厦门,深圳北,XMS,IOQ
D2318,6i000D231808,深圳北,厦门北,IOQ,XKS
D2319,5n000D231909,厦门北,深圳北,XKS,IOQ
D2320,6i000D232005,深圳北,泉州,IOQ,QYS
D2321,5u000D232109,南昌西,深圳北,NXG,IOQ
D2322,6i000D23220A,深圳北,南昌西,IOQ,NXG
D2323,5n000D23230B,福州南,深圳北,FYS,IOQ
D2324,6i000D232407,深圳北,福州南,IOQ,FYS
D2325,57000D232505,上饶,深圳北,SRG,IOQ
D2326,6i000D23260R,深圳北,福州南,IOQ,FYS
D2327,5n000D23270J,福州南,深圳北,FYS,IOQ
D2328,6i000D23280A,深圳北,福州南,IOQ,FYS
D2329,5n000D23290A,厦门北,深圳北,XKS,IOQ
D2330,6i000D23300C,深圳北,福州,IOQ,FZS
D2331,58000D23310A,福州,深圳北,FZS,IOQ
D2332,6i000D23320B,深圳北,厦门北,IOQ,XKS
D2333,58000D23330A,厦门,深圳北,XMS,IOQ
D2334,6i000D233404,深圳北,厦门,IOQ,XMS
D2335,58000D233508,厦门,深圳北,XMS,IOQ
D2336,6i000D233605,深圳北,厦门,IOQ,XMS
D2337,58000D233708,厦门,深圳北,XMS,IOQ
D2338,6i000D233805,深圳北,厦门,IOQ,XMS
D2339,5n000D233903,厦门北,深圳北,XKS,IOQ
D2340,6i000D234001,深圳北,厦门北,IOQ,XKS
D2341,5n000D23410D,厦门北,深圳北,XKS,IOQ
D2342,6i000D234209,深圳北,厦门北,IOQ,XKS
D2343,5n000D23430B,泉州,深圳北,QYS,IOQ
D2344,6i000D234408,深圳北,泉州,IOQ,QYS
D2345,5n000D23450A,厦门北,深圳北,XKS,IOQ
D2346,6i000D234607,深圳北,厦门北,IOQ,XKS
D2349,5n000D234908,厦门北,深圳北,XKS,IOQ
D2350,6i000D235004,深圳北,厦门北,IOQ,XKS
D2351,5c000D235109,龙岩,深圳北,LYS,IOQ
D2352,6i000D235209,深圳北,武夷山东,IOQ,WCS
D2353,5y000D235305,武夷山东,深圳北,WCS,IOQ
D2354,6i000D235407,深圳北,龙岩,IOQ,LYS
D2355,5c000D235504,龙岩,深圳北,LYS,IOQ
D2356,6i000D235602,深圳北,龙岩,IOQ,LYS
D2357,57000D235705,赣州,深圳北,GZG,IOQ
D2358,6i000D235804,深圳北,赣州,IOQ,GZG
D2361,71000D236107,南宁东,广州南,NFZ,IZQ
D2362,6c000D236207,广州南,南宁东,IZQ,NFZ
D2363,71000D236307,南宁东,广州南,NFZ,IZQ
D2364,6c000D236408,广州南,南宁东,IZQ,NFZ
D2365,71000D23650L,南宁东,广州南,NFZ,IZQ
D2366,6c000D23660G,广州南,南宁东,IZQ,NFZ
D2367,71000D23670C,桂林北,珠海,GBZ,ZHQ
D2368,6e000D236806,珠海,桂林北,ZHQ,GBZ
D2373,5l000D237322,南京南,成都东,NKH,ICW
D2374,76000D237401,成都东,南京南,ICW,NKH
D2375,77000D237802,重庆北,厦门,CUW,XMS
D2376,58000D237602,厦门,重庆北,XMS,CUW
D2377,58000D237602,厦门,重庆北,XMS,CUW
D2378,77000D237802,重庆北,厦门,CUW,XMS
D2501,27000D250104,太原南,西安北,TNV,EAY
D2502,4f000D250207,西安北,太原南,EAY,TNV
D2504,4f000D250407,西安北,太原南,EAY,TNV
D2505,27000D250506,太原南,西安北,TNV,EAY
D2506,4f000D250609,西安北,太原南,EAY,TNV
D2507,27000D250705,太原南,西安北,TNV,EAY
D2508,4f000D250807,西安北,太原南,EAY,TNV
D2510,4f000D25100B,西安北,太原南,EAY,TNV
D2511,27000D251116,太原南,西安北,TNV,EAY
D2512,4f000D251205,西安北,太原南,EAY,TNV
D2515,27000D251509,太原南,西安北,TNV,EAY
D2516,4f000D251604,西安北,太原南,EAY,TNV
D2517,27000D251705,太原南,西安北,TNV,EAY
D2518,4f000D251806,西安北,太原南,EAY,TNV
D2521,27000D252124,太原南,西安北,TNV,EAY
D2523,27000D252302,太原南,西安北,TNV,EAY
D2524,4f000D252406,西安北,太原南,EAY,TNV
D2525,27000D252503,太原南,西安北,TNV,EAY
D2527,27000D252716,太原南,西安北,TNV,EAY
D2528,4f000D252806,西安北,太原南,EAY,TNV
D2529,27000D252921,太原南,西安北,TNV,EAY
D2530,4f000D253004,西安北,太原南,EAY,TNV
D2531,27000D253112,太原南,西安北,TNV,EAY
D2533,27000D253311,太原南,西安北,TNV,EAY
D2534,4f000D253401,西安北,太原南,EAY,TNV
D2536,4f000D253606,西安北,太原南,EAY,TNV
D2537,27000D253701,太原南,西安北,TNV,EAY
D2538,4f000D253802,西安北,太原南,EAY,TNV
D2561,27000D256103,太原南,宝鸡南,TNV,BBY
D2562,4g000D256203,宝鸡南,太原南,BBY,TNV
D2563,27000D256302,太原南,宝鸡南,TNV,BBY
D2564,4g000D256405,宝鸡南,太原南,BBY,TNV
D2565,27000D256502,太原南,兰州西,TNV,LAJ
D2566,8d000D256601,兰州西,太原南,LAJ,TNV
D2567,27000D256702,太原南,兰州西,TNV,LAJ
D2568,8d000D256801,兰州西,太原南,LAJ,TNV
D2569,27000D256902,太原南,西宁,TNV,XNO
D2570,88000D257002,西宁,太原南,XNO,TNV
D2601,58000D26040B,福州,长沙南,FZS,CWQ
D2602,6c000D260207,长沙南,福州,CWQ,FZS
D2603,6c000D260207,长沙南,福州,CWQ,FZS
D2604,58000D26040B,福州,长沙南,FZS,CWQ
D2605,5n000D26080C,厦门北,长沙南,XKS,CWQ
D2606,6c000D26060A,长沙南,厦门北,CWQ,XKS
D2607,6c000D26060A,长沙南,厦门北,CWQ,XKS
D2608,5n000D26080C,厦门北,长沙南,XKS,CWQ
D2651,4f000D265103,西安北,兰州西,EAY,LAJ
D2652,8d000D265201,兰州西,西安北,LAJ,EAY
D2653,4f000D265301,西安北,兰州西,EAY,LAJ
D2654,8d000D265401,兰州西,西安北,LAJ,EAY
D2655,4f000D265501,西安北,兰州西,EAY,LAJ
D2656,8d000D265600,兰州西,西安北,LAJ,EAY
D2657,4f000D265702,西安北,兰州西,EAY,LAJ
D2658,8d000D265800,兰州西,西安北,LAJ,EAY
D2659,4f000D265901,西安北,兰州西,EAY,LAJ
D2660,8d000D266000,兰州西,西安北,LAJ,EAY
D2661,4f000D266103,西安北,兰州西,EAY,LAJ
D2662,8d000D266201,兰州西,西安北,LAJ,EAY
D2663,4f000D266302,西安北,兰州西,EAY,LAJ
D2664,8d000D266402,兰州西,西安北,LAJ,EAY
D2665,4f000D266504,西安北,兰州西,EAY,LAJ
D2666,8d000D266600,兰州西,西安北,LAJ,EAY
D2667,4f000D266701,西安北,兰州西,EAY,LAJ
D2668,8d000D266802,兰州西,西安北,LAJ,EAY
D2670,8d000D267000,兰州西,西安北,LAJ,EAY
D2671,4f000D267102,西安北,嘉峪关南,EAY,JBJ
D2672,8d000D267200,嘉峪关南,西安北,JBJ,EAY
D2673,4f000D267302,西安北,嘉峪关南,EAY,JBJ
D2674,8d000D267401,嘉峪关南,西安北,JBJ,EAY
D2675,4f000D267500,西安北,兰州西,EAY,LAJ
D2676,8d000D267600,兰州西,西安北,LAJ,EAY
D2677,4f000D267700,西安北,兰州西,EAY,LAJ
D2678,8d000D267800,张掖西,西安北,ZEJ,EAY
D2685,4f000D268503,西安北,西宁,EAY,XNO
D2686,88000D268601,西宁,西安北,XNO,EAY
D2687,4f000D268702,西安北,西宁,EAY,XNO
D2688,88000D268801,西宁,西安北,XNO,EAY
D2689,4f000D268904,西安北,西宁,EAY,XNO
D2690,88000D269002,西宁,西安北,XNO,EAY
D2691,4f000D269102,西安北,西宁,EAY,XNO
D2692,88000D269200,西宁,西安北,XNO,EAY
D2693,4f000D269304,西安北,西宁,EAY,XNO
D2694,88000D269400,西宁,西安北,XNO,EAY
D2695,4f000D269501,西安北,西宁,EAY,XNO
D2696,88000D269601,西宁,西安北,XNO,EAY
D2697,4f000D269701,西安北,西宁,EAY,XNO
D2698,88000D269800,西宁,西安北,XNO,EAY
D2699,4f000D269902,西安北,西宁,EAY,XNO
D2701,8d000D270141,兰州西,乌鲁木齐,LAJ,WAR
D2703,8d000D270331,兰州西,乌鲁木齐,LAJ,WAR
D2706,93000D270641,乌鲁木齐,兰州西,WAR,LAJ
D2708,93000D270833,乌鲁木齐,兰州西,WAR,LAJ
D2711,8d000D271120,兰州西,乌鲁木齐,LAJ,WAR
D2712,93000D271220,乌鲁木齐,兰州西,WAR,LAJ
D2741,8d000D274102,兰州西,嘉峪关南,LAJ,JBJ
D2743,85000D274310,兰州,嘉峪关南,LZJ,JBJ
D2744,8d000D274411,嘉峪关南,兰州西,JBJ,LAJ
D2745,8d000D274510,兰州西,嘉峪关南,LAJ,JBJ
D2746,8d000D274620,玉门,兰州西,YXJ,LAJ
D2747,8d000D274711,兰州西,嘉峪关南,LAJ,JBJ
D2748,8d000D274802,嘉峪关南,兰州,JBJ,LZJ
D2749,8d000D274900,兰州西,嘉峪关南,LAJ,JBJ
D2750,8d000D275020,嘉峪关南,兰州西,JBJ,LAJ
D2751,8d000D275101,兰州西,嘉峪关南,LAJ,JBJ
D2752,8d000D275221,嘉峪关南,兰州,JBJ,LZJ
D2753,85000D275303,兰州,嘉峪关南,LZJ,JBJ
D2754,8d000D275411,嘉峪关南,兰州西,JBJ,LAJ
D2756,8d000D275610,嘉峪关南,兰州西,JBJ,LAJ
D2757,85000D275700,兰州,玉门,LZJ,YXJ
D2758,8d000D275812,嘉峪关南,兰州西,JBJ,LAJ
D2759,8d000D275900,兰州西,张掖西,LAJ,ZEJ
D2803,78000D280305,贵阳北,广州南,KQW,IZQ
D2804,6c000D28040A,广州南,贵阳北,IZQ,KQW
D2806,6c000D28060A,广州南,贵阳北,IZQ,KQW
D2807,78000D280705,贵阳北,广州南,KQW,IZQ
D2808,6e000D280805,珠海,贵阳北,ZHQ,KQW
D2809,78000D280908,贵阳北,广州南,KQW,IZQ
D2811,78000D281109,贵阳北,广州南,KQW,IZQ
D2812,6c000D281204,广州南,贵阳北,IZQ,KQW
D2815,78000D28150A,贵阳北,广州南,KQW,IZQ
D2818,6c000D28180B,广州南,贵阳北,IZQ,KQW
D2823,78000D282308,贵阳北,广州南,KQW,IZQ
D2825,78000D28250A,贵阳北,广州南,KQW,IZQ
D2827,78000D282709,贵阳北,珠海,KQW,ZHQ
D2830,6c000D283008,广州南,贵阳北,IZQ,KQW
D2831,78000D283106,贵阳北,广州南,KQW,IZQ
D2834,6c000D283408,广州南,贵阳北,IZQ,KQW
D2837,78000D283703,贵阳北,广州南,KQW,IZQ
D2838,6c000D283808,广州南,贵阳北,IZQ,KQW
D2840,6c000D284007,广州南,贵阳北,IZQ,KQW
D2841,78000D284102,贵阳北,广州南,KQW,IZQ
D2842,6c000D284209,广州南,贵阳北,IZQ,KQW
D2844,6c000D284408,广州南,贵阳北,IZQ,KQW
D2877,63000D287706,广州,贵阳北,GZQ,KQW
D2878,78000D287908,贵阳北,广州,KQW,GZQ
D2879,78000D287908,贵阳北,广州,KQW,GZQ
D2880,63000D287706,广州,贵阳北,GZQ,KQW
D2943,71000D294602,柳州,广州南,LZZ,IZQ
D2944,6c000D294402,广州南,柳州,IZQ,LZZ
D2945,6c000D294402,广州南,柳州,IZQ,LZZ
D2946,71000D294602,柳州,广州南,LZZ,IZQ
D2947,71000D295002,柳州,广州南,LZZ,IZQ
D2948,6c000D294801,广州南,柳州,IZQ,LZZ
D2949,6c000D294801,广州南,柳州,IZQ,LZZ
D2950,71000D295002,柳州,广州南,LZZ,IZQ
D2951,71000D295402,柳州,广州南,LZZ,IZQ
D2952,6c000D295201,广州南,柳州,IZQ,LZZ
D2953,6c000D295201,广州南,柳州,IZQ,LZZ
D2954,71000D295402,柳州,广州南,LZZ,IZQ
D2955,71000D295802,柳州,广州南,LZZ,IZQ
D2956,6c000D295602,广州南,柳州,IZQ,LZZ
D2957,6c000D295602,广州南,柳州,IZQ,LZZ
D2958,71000D295802,柳州,广州南,LZZ,IZQ
D2959,71000D295904,桂林北,广州南,GBZ,IZQ
D2960,6c000D296001,广州南,桂林北,IZQ,GBZ
D2961,71000D296103,桂林北,广州南,GBZ,IZQ
D2962,6c000D296204,广州南,桂林北,IZQ,GBZ
D2963,71000D296303,桂林北,广州南,GBZ,IZQ
D2965,71000D296504,桂林北,广州南,GBZ,IZQ
D2966,6c000D296605,广州南,东安东,IZQ,DCZ
D2969,71000D296903,桂林北,广州南,GBZ,IZQ
D2970,6c000D297003,广州南,桂林北,IZQ,GBZ
D2972,6c000D297203,广州南,三江南,IZQ,SWZ
D2975,71000D297505,三江南,广州南,SWZ,IZQ
D2976,6c000D297603,广州南,桂林北,IZQ,GBZ
D2979,71000D297904,桂林北,广州南,GBZ,IZQ
D2980,6c000D298004,广州南,桂林北,IZQ,GBZ
D2982,6c000D298205,广州南,桂林北,IZQ,GBZ
D2984,6c000D298403,广州南,桂林北,IZQ,GBZ
D2985,71000D298502,桂林北,广州南,GBZ,IZQ
D2986,71000D298702,东安东,广州南,DCZ,IZQ
D2987,71000D298702,东安东,广州南,DCZ,IZQ
D2991,71000D299404,柳州,广州南,LZZ,IZQ
D2992,6c000D299205,广州南,柳州,IZQ,LZZ
D2993,6c000D299205,广州南,柳州,IZQ,LZZ
D2994,71000D299404,柳州,广州南,LZZ,IZQ
D2995,63000D299507,广州,桂林北,GZQ,GBZ
D2996,71000D299705,桂林北,广州,GBZ,GZQ
D2997,71000D299705,桂林北,广州,GBZ,GZQ
D2998,63000D299507,广州,桂林北,GZQ,GBZ
D3001,4e000D30040E,武汉,上海虹桥,WHN,AOH
D3002,5l000D300222,上海虹桥,武汉,AOH,WHN
D3003,5l000D300222,上海虹桥,武汉,AOH,WHN
D3004,4e000D30040E,武汉,上海虹桥,WHN,AOH
D3005,42000D30080E,宜昌东,上海虹桥,HAN,AOH
D3006,5l000D300691,上海虹桥,宜昌东,AOH,HAN
D3007,5l000D300691,上海虹桥,宜昌东,AOH,HAN
D3008,42000D30080E,宜昌东,上海虹桥,HAN,AOH
D3009,39000D30120H,汉口,上海虹桥,HKN,AOH
D3010,5l000D301083,上海虹桥,汉口,AOH,HKN
D3011,5l000D301083,上海虹桥,汉口,AOH,HKN
D3012,39000D30120H,汉口,上海虹桥,HKN,AOH
D3013,39000D30160C,汉口,上海虹桥,HKN,AOH
D3014,5l000D301490,上海虹桥,汉口,AOH,HKN
D3015,5l000D301490,上海虹桥,汉口,AOH,HKN
D3016,39000D30160C,汉口,上海虹桥,HKN,AOH
D3021,39000D30240A,武昌,上海虹桥,WCN,AOH
D3022,5l000D302250,上海虹桥,武昌,AOH,WCN
D3023,5l000D302250,上海虹桥,武昌,AOH,WCN
D3024,39000D30240A,武昌,上海虹桥,WCN,AOH
D3025,39000D30280F,汉口,上海虹桥,HKN,AOH
D3026,5l000D302660,上海虹桥,宜昌东,AOH,HAN
D3027,5l000D302660,上海虹桥,宜昌东,AOH,HAN
D3028,39000D30280F,汉口,上海虹桥,HKN,AOH
D3031,39000D30340I,汉口,上海虹桥,HKN,AOH
D3032,5l000D3032A5,上海虹桥,汉口,AOH,HKN
D3033,5l000D3032A5,上海虹桥,汉口,AOH,HKN
D3034,39000D30340I,汉口,上海虹桥,HKN,AOH
D3041,39000D30440C,武昌,上海虹桥,WCN,AOH
D3042,5l000D304261,上海虹桥,汉口,AOH,HKN
D3043,5l000D304261,上海虹桥,汉口,AOH,HKN
D3044,39000D30440C,武昌,上海虹桥,WCN,AOH
D3045,39000D30480C,武昌,上海虹桥,WCN,AOH
D3046,5l000D304690,上海虹桥,汉口,AOH,HKN
D3047,5l000D304690,上海虹桥,汉口,AOH,HKN
D3048,39000D30480C,武昌,上海虹桥,WCN,AOH
D3051,42000D305400,宜昌东,上海虹桥,HAN,AOH
D3052,5l000D305203,上海虹桥,汉口,AOH,HKN
D3053,5l000D305203,上海虹桥,汉口,AOH,HKN
D3054,42000D305400,宜昌东,上海虹桥,HAN,AOH
D3055,39000D30580F,汉口,上海虹桥,HKN,AOH
D3056,5l000D305642,上海虹桥,汉口,AOH,HKN
D3057,5l000D305642,上海虹桥,汉口,AOH,HKN
D3058,39000D30580F,汉口,上海虹桥,HKN,AOH
D3059,39000D30620G,汉口,上海虹桥,HKN,AOH
D3060,5l000D3060A0,上海虹桥,汉口,AOH,HKN
D3061,5l000D3060A0,上海虹桥,汉口,AOH,HKN
D3062,39000D30620G,汉口,上海虹桥,HKN,AOH
D3063,39000D30660C,汉口,上海虹桥,HKN,AOH
D3064,5l000D306440,上海虹桥,汉口,AOH,HKN
D3065,5l000D306440,上海虹桥,汉口,AOH,HKN
D3066,39000D30660C,汉口,上海虹桥,HKN,AOH
D3067,39000D30700D,汉口,上海虹桥,HKN,AOH
D3068,5l000D3068A2,上海虹桥,汉口,AOH,HKN
D3069,5l000D3068A2,上海虹桥,汉口,AOH,HKN
D3070,39000D30700D,汉口,上海虹桥,HKN,AOH
D3071,42000D307409,宜昌东,上海虹桥,HAN,AOH
D3072,5l000D307250,上海虹桥,宜昌东,AOH,HAN
D3073,5l000D307250,上海虹桥,宜昌东,AOH,HAN
D3074,42000D307409,宜昌东,上海虹桥,HAN,AOH
D3077,5l000D307780,南京南,宜昌东,NKH,HAN
D3078,42000D307806,宜昌东,南京南,HAN,NKH
D3081,5l000D308140,南京南,宜昌东,NKH,HAN
D3082,42000D30820A,宜昌东,南京南,HAN,NKH
D3083,5l000D308320,南京南,襄阳,NKH,XFN
D3084,42000D308407,襄阳,南京南,XFN,NKH
D3085,39000D308503,驻马店西,上海虹桥,ZLN,AOH
D3086,5l000D308670,上海虹桥,武汉,AOH,WHN
D3087,5l000D308670,上海虹桥,武汉,AOH,WHN
D3088,39000D308503,驻马店西,上海虹桥,ZLN,AOH
D3089,39000D309208,汉口,上海虹桥,HKN,AOH
D3090,5l000D309042,上海虹桥,汉口,AOH,HKN
D3091,5l000D309042,上海虹桥,汉口,AOH,HKN
D3092,39000D309208,汉口,上海虹桥,HKN,AOH
D3093,4e000D309604,武汉,上海虹桥,WHN,AOH
D3094,5l000D309460,上海虹桥,驻马店西,AOH,ZLN
D3095,5l000D309460,上海虹桥,驻马店西,AOH,ZLN
D3096,4e000D309604,武汉,上海虹桥,WHN,AOH
D3101,5l000D310182,上海虹桥,福州,AOH,FZS
D3102,58000D31020K,福州,上海虹桥,FZS,AOH
D3103,5l000D310362,上海虹桥,福州南,AOH,FYS
D3104,5n000D310409,莆田,上海虹桥,PTS,AOH
D3107,5l000D3107C0,上海虹桥,深圳北,AOH,IOQ
D3108,6i000D31080B,深圳北,上海虹桥,IOQ,AOH
D3109,5j000D310961,温州南,福州,VRH,FZS
D3110,58000D311009,福州,温州南,FZS,VRH
D3111,56000D3111B0,杭州东,深圳北,HGH,IOQ
D3112,6i000D311207,深圳北,杭州东,IOQ,HGH
D3125,54000D312520,南京,深圳北,NJH,IOQ
D3126,6i000D312606,深圳北,南京,IOQ,NJH
D3131,5l000D313150,上海虹桥,龙岩,AOH,LYS
D3132,5c000D31330E,龙岩,上海虹桥,LYS,AOH
D3133,5c000D31330E,龙岩,上海虹桥,LYS,AOH
D3134,5l000D313150,上海虹桥,龙岩,AOH,LYS
D3135,54000D313582,南京,赣州,NJH,GZG
D3136,57000D313707,赣州,南京,GZG,NJH
D3137,57000D313707,赣州,南京,GZG,NJH
D3138,54000D313582,南京,赣州,NJH,GZG
D3141,54000D314120,南京,龙岩,NJH,LYS
D3142,5c000D314309,龙岩,南京,LYS,NJH
D3143,5c000D314309,龙岩,南京,LYS,NJH
D3144,54000D314120,南京,龙岩,NJH,LYS
D3145,5l000D314540,上海虹桥,赣州,AOH,GZG
D3146,57000D314706,赣州,上海虹桥,GZG,AOH
D3147,57000D314706,赣州,上海虹桥,GZG,AOH
D3148,5l000D314540,上海虹桥,赣州,AOH,GZG
D3151,39000D315403,汉口,南通,HKN,NUH
D3152,5f000D315210,南通,汉口,NUH,HKN
D3153,5f000D315210,南通,汉口,NUH,HKN
D3154,39000D315403,汉口,南通,HKN,NUH
D3155,39000D315803,汉口,南通,HKN,NUH
D3156,5f000D315611,南通,汉口,NUH,HKN
D3157,5f000D315611,南通,汉口,NUH,HKN
D3158,39000D315803,汉口,南通,HKN,NUH
D3165,56000D316510,杭州东,龙岩,HGH,LYS
D3166,5c000D316703,龙岩,杭州东,LYS,HGH
D3167,5c000D316703,龙岩,杭州东,LYS,HGH
D3168,56000D316510,杭州东,龙岩,HGH,LYS
D3169,56000D316901,杭州东,福州南,HGH,FYS
D3170,5n000D317001,福州南,杭州东,FYS,HGH
D3201,5l000D320192,上海虹桥,厦门北,AOH,XKS
D3202,5n000D32020B,厦门北,上海虹桥,XKS,AOH
D3205,5l000D3205C1,上海虹桥,厦门北,AOH,XKS
