K7652,25000K765200,古冶,唐山南,,
K7653,25000K765300,唐山南,古冶,,
K7654,25000K765400,古冶,唐山南,,
K7655,25000K765500,唐山南,古冶,,
K7656,25000K765600,古冶,唐山南,,
K7657,25000K765700,唐山南,古冶,,
K7658,25000K765800,古冶,唐山南,,
K7659,25000K765900,唐山南,古冶,,
K7660,25000K766000,古冶,唐山南,,
K7701,24000K770120,北京,怀柔,BJP,HRP
K7702,24000K770210,怀柔,北京,HRP,BJP
K7703,25000K770304,天津,潞城,TJP,UTP
K7704,26000K77040A,潞城,天津,UTP,TJP
K7705,24000K770502,北京,沙河市,BJP,VOP
K7706,26000K770602,沙河市,北京,VOP,BJP
K7707,24000K770706,北京,石家庄,BJP,SJP
K7708,26000K770804,石家庄,北京,SJP,BJP
K7709,25000K770906,天津,石家庄北,TJP,VVP
K7710,26000K771006,石家庄北,天津,VVP,TJP
K7711,24000K77110B,北京,承德,BJP,CDP
K7712,24000K77120B,承德,北京,CDP,BJP
K7713,25000K77160J,秦皇岛,石家庄,QTP,SJP
K7714,26000K77140M,石家庄,秦皇岛,SJP,QTP
K7715,26000K77140M,石家庄,秦皇岛,SJP,QTP
K7716,25000K77160J,秦皇岛,石家庄,QTP,SJP
K7717,25000K772009,秦皇岛,衡水,QTP,HSP
K7718,26000K77180E,衡水,秦皇岛,HSP,QTP
K7719,26000K77180E,衡水,秦皇岛,HSP,QTP
K7720,25000K772009,秦皇岛,衡水,QTP,HSP
K7721,26000K772102,保定,磁县,BDP,CIP
K7722,26000K772206,邯郸,保定,HDP,BDP
K7723,26000K772301,定州,邯郸,DXP,HDP
K7724,26000K772404,磁县,定州,CIP,DXP
K7725,25000K772822,秦皇岛,邯郸,QTP,HDP
K7726,26000K772633,邯郸,秦皇岛,HDP,QTP
K7727,26000K772633,邯郸,秦皇岛,HDP,QTP
K7728,25000K772822,秦皇岛,邯郸,QTP,HDP
K7731,24000K773420,沙岭子西,邯郸,IXP,HDP
K7732,26000K77320E,邯郸,沙岭子西,HDP,IXP
K7733,26000K77320E,邯郸,沙岭子西,HDP,IXP
K7734,24000K773420,沙岭子西,邯郸,IXP,HDP
K7737,24000K774010,沙岭子西,邯郸,IXP,HDP
K7738,26000K77380E,邯郸,沙岭子西,HDP,IXP
K7739,26000K77380E,邯郸,沙岭子西,HDP,IXP
K7740,24000K774010,沙岭子西,邯郸,IXP,HDP
K7745,25000K774809,天津,邯郸,TJP,HDP
K7746,26000K77460A,邯郸,天津,HDP,TJP
K7747,26000K77460A,邯郸,天津,HDP,TJP
K7748,25000K774809,天津,邯郸,TJP,HDP
K7751,24000K775409,承德,石家庄,CDP,SJP
K7752,26000K775207,石家庄,承德,SJP,CDP
K7753,26000K775207,石家庄,承德,SJP,CDP
K7754,24000K775409,承德,石家庄,CDP,SJP
K7755,24000K775808,承德,石家庄,CDP,SJP
K7756,26000K775609,石家庄,承德,SJP,CDP
K7757,26000K775609,石家庄,承德,SJP,CDP
K7758,24000K775808,承德,石家庄,CDP,SJP
K7759,26000K775901,石家庄,邯郸,SJP,HDP
K7760,26000K776005,邯郸,石家庄,HDP,SJP
K7761,24000K776407,承德,邯郸,CDP,HDP
K7762,26000K77620N,邯郸,承德,HDP,CDP
K7763,26000K77620N,邯郸,承德,HDP,CDP
K7764,24000K776407,承德,邯郸,CDP,HDP
K7765,24000K776807,承德,石家庄北,CDP,VVP
K7766,26000K77660C,石家庄北,承德,VVP,CDP
K7767,26000K77660C,石家庄北,承德,VVP,CDP
K7768,24000K776807,承德,石家庄北,CDP,VVP
K7771,24000K77710A,北京,清河城,BJP,QYP
K7772,26000K77720A,清河城,北京,QYP,BJP
K7773,24000K777302,北京,衡水,BJP,HSP
K7774,26000K777404,衡水,北京,HSP,BJP
K7775,26000K777502,石家庄北,阳泉,VVP,AQP
K7776,26000K777602,阳泉,石家庄北,AQP,VVP
K7777,26000K778003,临西,阳泉,UEP,AQP
K7778,26000K777805,阳泉,临西,AQP,UEP
K7779,26000K777805,阳泉,临西,AQP,UEP
K7780,26000K778003,临西,阳泉,UEP,AQP
K7782,25000K77820A,燕郊,北京东,AJP,BOP
K7783,24000K77830E,北京东,蓟州,BOP,JKP
K7784,25000K77840C,蓟州,北京东,JKP,BOP
K7787,24000K778703,北京东,蓟州,BOP,JKP
K7788,25000K778809,蓟州,北京东,JKP,BOP
K7801,28000K78010F,大同,太原,DTV,TYV
K7802,27000K78020F,太原,大同,TYV,DTV
K7803,28000K780307,大同,太原,DTV,TYV
K7804,27000K780406,太原,大同,TYV,DTV
K7807,28000K78070J,大同,运城,DTV,YNV
K7808,27000K78080J,运城,大同,YNV,DTV
K7811,27000K781101,轩岗,原平,XGV,YPV
K7812,27000K781200,原平,轩岗,YPV,XGV
K7813,27000K781302,轩岗,原平,XGV,YPV
K7814,27000K781401,原平,轩岗,YPV,XGV
K7831,27000K783114,太原,柳林南,TYV,LKV
K7832,27000K783215,柳林南,太原,LKV,TYV
K7833,27000K783305,太原,吕梁,TYV,LHV
K7834,27000K783402,吕梁,太原,LHV,TYV
K7901,33000K790105,包头,乌海西,BTC,WXC
K7902,33000K790206,乌海西,包头,WXC,BTC
K7903,33000K790308,包头东,白云鄂博,BDC,BEC
K7904,33000K790407,白云鄂博,包头东,BEC,BDC
K7905,33000K79050C,呼和浩特,乌海西,HHC,WXC
K7906,33000K79060C,乌海西,呼和浩特,WXC,HHC
K7909,33000K790905,呼和浩特,临河,HHC,LHC
K7910,33000K791004,临河,呼和浩特,LHC,HHC
K7911,33000K791103,呼和浩特,额济纳,HHC,EJC
K7912,35000K791202,额济纳,呼和浩特,EJC,HHC
K7913,36000K79130E,兴和西,包头,XEC,BTC
K7914,33000K79140B,包头,兴和西,BTC,XEC
K7915,34000K79180D,锡林浩特,包头,XTC,BTC
K7916,33000K79160G,包头,锡林浩特,BTC,XTC
K7917,33000K79160G,包头,锡林浩特,BTC,XTC
K7918,34000K79180D,锡林浩特,包头,XTC,BTC
K7919,34000K792203,锡林浩特,呼和浩特,XTC,HHC
K7920,33000K792004,呼和浩特,锡林浩特,HHC,XTC
K7921,33000K792004,呼和浩特,锡林浩特,HHC,XTC
K7922,34000K792203,锡林浩特,呼和浩特,XTC,HHC
K7927,34000K792704,锡林浩特,二连,XTC,RLC
K7928,33000K792804,二连,锡林浩特,RLC,XTC
K7931,33000K793101,包头东,包头 东,BDC,FDC
K7937,33000K793700,包头东,包头 东,BDC,FDC
K7955,38000K795505,新乡,商丘,XXF,SQF
K7956,38000K795602,郑州,新乡,ZZF,XXF
K7958,38000K795505,新乡,商丘,XXF,SQF
K7959,38000K795904,安阳,郑州,AYF,ZZF
K7960,38000K796004,郑州,安阳,ZZF,AYF
K7965,38000K796802,郑州,濮阳,ZZF,PYF
K7966,38000K796601,濮阳,郑州,PYF,ZZF
K7967,38000K796601,濮阳,郑州,PYF,ZZF
K7968,38000K796802,郑州,濮阳,ZZF,PYF
K7971,38000K797103,新乡,郑州,XXF,ZZF
K7993,38000K799302,新乡,郑州,XXF,ZZF
K7994,38000K799403,郑州,新乡,ZZF,XXF
K8002,38000K800205,郑州,商丘,ZZF,SQF
K8035,38000K803500,新乡,郑州,XXF,ZZF
K8051,42000K805102,襄阳,宜昌东,XFN,HAN
K8068,42000K80684F,十堰,襄阳,SNN,XFN
K8069,42000K806903,襄阳,十堰,XFN,SNN
K8082,39000K808203,武昌,十堰,WCN,SNN
K8083,39000K808203,武昌,十堰,WCN,SNN
K8085,39000K808501,汉口,十堰,HKN,SNN
K8086,42000K808607,十堰,汉口,SNN,HKN
K8091,39000K809150,汉口,宜昌东,HKN,HAN
K8092,42000K809260,宜昌东,汉口,HAN,HKN
K8102,42000K81020P,荆门,汉口,JMN,HKN
K8103,39000K81030G,汉口,荆门,HKN,JMN
K8113,42000K811603,荆门,武昌,JMN,WCN
K8114,39000K811405,武昌,荆门,WCN,JMN
K8115,39000K811405,武昌,荆门,WCN,JMN
K8116,42000K811603,荆门,武昌,JMN,WCN
K8123,42000K812308,襄阳,荆门,XFN,JMN
K8124,42000K812408,荆门,襄阳,JMN,XFN
K8155,41000K81550D,西安,宝鸡,XAY,BJY
K8156,41000K815607,宝鸡,西安,BJY,XAY
K8157,41000K815710,西安,宝鸡,XAY,BJY
K8158,41000K815810,宝鸡,西安,BJY,XAY
K8161,4a000K81610C,延安,西安,YWY,XAY
K8162,41000K81620D,西安,延安,XAY,YWY
K8165,4a000K81650C,榆林,宝鸡,ALY,BJY
K8168,41000K81680C,宝鸡,榆林,BJY,ALY
K8175,43000K81780H,安康,西安,AKY,XAY
K8176,41000K81760G,西安,安康,XAY,AKY
K8177,41000K81760G,西安,安康,XAY,AKY
K8178,43000K81780H,安康,西安,AKY,XAY
K8179,41000K81790J,潼关,西安,TGY,XAY
K8180,41000K81800Q,西安,潼关,XAY,TGY
K8197,4a000K819730,神木,西安,OMY,XAY
K8198,41000K819830,西安,神木,XAY,OMY
K8221,43000K822105,安康,汉中,AKY,HOY
K8222,43000K822205,汉中,安康,HOY,AKY
K8223,43000K822303,安康,汉中,AKY,HOY
K8229,41000K82290E,西安,彬县,XAY,BXY
K8230,4i000K82300C,彬县,西安,BXY,XAY
K8231,41000K823110,商南,西安,ONY,XAY
K8232,41000K823200,西安,商南,XAY,ONY
K8241,41000K824107,韩城,西安,HCY,XAY
K8242,41000K824207,西安,韩城,XAY,HCY
K8243,41000K824307,韩城,西安,HCY,XAY
K8244,41000K824408,西安,韩城,XAY,HCY
K8261,47000K826100,济南,威海,JNK,WKK
K8262,49000K82620D,威海,济南,WKK,JNK
K8271,47000K827100,济南,菏泽,JNK,HIK
K8272,47000K827210,菏泽,济南,HIK,JNK
K8281,47000K82810H,济南,日照,JNK,RZK
K8282,47000K82820K,日照,济南,RZK,JNK
K8283,47000K828320,济南,日照,JNK,RZK
K8284,47000K828420,日照,济南,RZK,JNK
K8285,47000K828509,济南,日照,JNK,RZK
K8286,47000K828608,日照,济南,RZK,JNK
K8287,47000K828703,济南,日照,JNK,RZK
K8288,47000K828801,日照,济南,RZK,JNK
K8321,47000K832402,聊城,济南,UCK,JNK
K8322,47000K832201,济南,聊城,JNK,UCK
K8323,47000K832201,济南,聊城,JNK,UCK
K8324,47000K832402,聊城,济南,UCK,JNK
K8351,48000K835401,连云港东,杭州,UKH,HZH
K8352,56000K835211,杭州,连云港东,HZH,UKH
K8353,56000K835211,杭州,连云港东,HZH,UKH
K8354,48000K835401,连云港东,杭州,UKH,HZH
K8355,48000K8358B4,连云港东,上海,UKH,SHH
K8356,55000K8356B4,上海,连云港东,SHH,UKH
K8357,55000K8356B4,上海,连云港东,SHH,UKH
K8358,48000K8358B4,连云港东,上海,UKH,SHH
K8360,53000K8360D2,合肥,淮北,HFH,HRH
K8361,53000K8361H3,阜阳,上海南,FYH,SNH
K8362,55000K8362G4,上海南,阜阳,SNH,FYH
K8363,55000K8362G4,上海南,阜阳,SNH,FYH
K8364,53000K8361H3,阜阳,上海南,FYH,SNH
K8365,53000K836570,阜阳,上海,FYH,SHH
K8366,55000K836671,上海,亳州,SHH,BZH
K8367,55000K836671,上海,亳州,SHH,BZH
K8371,48000K837130,徐州,开化,XCH,KHU
K8372,56000K8372C0,开化,淮北,KHU,HRH
K8373,48000K837310,徐州,连云港东,XCH,UKH
K8379,48000K8379BC,徐州,连云港东,XCH,UKH
K8380,48000K8380CA,连云港东,徐州,UKH,XCH
K8381,53000K838110,合肥,黄山,HFH,HKH
K8382,54000K838212,黄山,合肥,HKH,HFH
K8385,53000K838551,亳州,上海,BZH,SHH
K8386,55000K838640,上海,阜阳,SHH,FYH
K8387,55000K838640,上海,阜阳,SHH,FYH
K8399,48000K839903,徐州,连云港东,XCH,UKH
K8401,53000K8401C0,亳州,温州,BZH,RZH
K8402,5a000K8402F0,温州,阜阳,RZH,FYH
K8403,5a000K8402F0,温州,阜阳,RZH,FYH
K8411,48000K841463,连云港东,芜湖,UKH,WHH
K8412,54000K841273,芜湖,连云港东,WHH,UKH
K8413,54000K841273,芜湖,连云港东,WHH,UKH
K8414,48000K841463,连云港东,芜湖,UKH,WHH
K8415,53000K841581,亳州,合肥,BZH,HFH
K8416,53000K841661,合肥,亳州,HFH,BZH
K8421,53000K842163,淮北,芜湖,HRH,WHH
K8422,53000K842263,合肥,淮北,HFH,HRH
K8424,54000K842443,芜湖,合肥,WHH,HFH
K8425,53000K842551,阜阳,合肥,FYH,HFH
K8426,53000K842660,合肥,阜阳,HFH,FYH
K8427,53000K842722,淮北,上海,HRH,SHH
K8428,55000K842822,上海,淮北,SHH,HRH
K8429,53000K842900,阜阳,合肥,FYH,HFH
K8430,53000K843010,合肥,阜阳,HFH,FYH
K8431,53000K843162,淮北,上海,HRH,SHH
K8432,55000K843282,上海,徐州,SHH,XCH
K8433,59000K8436A3,宿松,杭州,OAH,HZH
K8434,56000K843414,杭州,宿松,HZH,OAH
K8435,56000K843414,杭州,宿松,HZH,OAH
K8436,59000K8436A3,宿松,杭州,OAH,HZH
K8437,53000K843705,阜阳,杭州,FYH,HZH
K8438,56000K843804,杭州,阜阳,HZH,FYH
K8451,53000K845142,合肥,安庆,HFH,AQH
K8452,59000K845211,安庆,合肥,AQH,HFH
K8481,53000K8484D5,阜阳,上海,FYH,SHH
K8482,55000K8482F0,上海,阜阳,SHH,FYH
K8483,55000K8482F0,上海,阜阳,SHH,FYH
K8484,53000K8484D5,阜阳,上海,FYH,SHH
K8499,53000K8499H0,阜阳,宁波,FYH,NGH
K8500,5e000K850031,宁波,亳州,NGH,BZH
K8553,53000K8553B2,阜阳,芜湖,FYH,WHH
K8554,54000K855492,芜湖,阜阳,WHH,FYH
K8563,53000K8563A3,亳州,宁波,BZH,NGH
K8564,5e000K856440,宁波,亳州,NGH,BZH
K8585,53000K858512,淮北,合肥,HRH,HFH
K8586,53000K858620,合肥,淮北,HFH,HRH
K8600,5f000K8600D2,南通,徐州,NUH,XCH
K8703,57000K87030B,南昌,井冈山,NCG,JGG
K8704,57000K87040F,井冈山,南昌,JGG,NCG
K8711,57000K871100,鹰潭,萍乡,YTG,PXG
K8712,57000K871200,萍乡,鹰潭,PXG,YTG
K8713,57000K871306,玉山,南昌,YNG,NCG
K8714,57000K871404,南昌,玉山,NCG,YNG
K8715,57000K871509,景德镇,南昌,JCG,NCG
K8716,57000K871609,南昌,景德镇,NCG,JCG
K8717,57000K871709,南昌,萍乡,NCG,PXG
K8718,57000K87180B,萍乡,南昌,PXG,NCG
K8720,57000K872006,鹰潭,上饶,YTG,SRG
K8721,57000K87210F,玉山,南昌,YNG,NCG
K8722,57000K87220I,南昌,玉山,NCG,YNG
K8723,57000K87230F,南昌,赣州,NCG,GZG
K8724,57000K87240H,赣州,南昌,GZG,NCG
K8725,57000K87250D,九江,定南,JJG,DNG
K8726,57000K87260D,定南,九江,DNG,JJG
K8727,57000K87270P,南昌,萍乡,NCG,PXG
K8728,57000K87280P,萍乡,南昌,PXG,NCG
K8729,57000K872909,景德镇,南昌,JCG,NCG
K8730,57000K87300D,南昌,景德镇,NCG,JCG
K8731,57000K873107,南昌,萍乡,NCG,PXG
K8732,57000K873207,萍乡,南昌,PXG,NCG
K8733,57000K873305,南昌,瑞金,NCG,RJG
K8734,57000K873404,瑞金,南昌,RJG,NCG
K9001,62000K900100,长沙,永州,CSQ,AOQ
K9002,62000K900200,永州,长沙,AOQ,CSQ
K9003,62000K90030A,岳阳,深圳东,YYQ,BJQ
K9004,65000K90040A,深圳东,岳阳,BJQ,YYQ
K9005,64000K900500,张家界,深圳,DIQ,SZQ
K9006,65000K900601,深圳,张家界,SZQ,DIQ
K9007,65000K900601,深圳,张家界,SZQ,DIQ
K9008,64000K900500,张家界,深圳,DIQ,SZQ
K9017,62000K90170I,长沙,深圳,CSQ,SZQ
K9018,65000K90180I,深圳,长沙,SZQ,CSQ
K9019,62000K901908,岳阳,长沙,YYQ,CSQ
K9020,62000K902008,长沙,岳阳,CSQ,YYQ
K9021,63000K902100,坪石,深圳东,PSQ,BJQ
K9022,65000K902200,深圳东,坪石,BJQ,PSQ
K9025,64000K902800,张家界,长沙,DIQ,CSQ
K9026,62000K902600,长沙,张家界,CSQ,DIQ
K9027,62000K902600,长沙,张家界,CSQ,DIQ
K9028,64000K902800,张家界,长沙,DIQ,CSQ
K9035,64000K903800,张家界,广州,DIQ,GZQ
K9036,63000K903600,广州,张家界,GZQ,DIQ
K9037,63000K903600,广州,张家界,GZQ,DIQ
K9038,64000K903800,张家界,广州,DIQ,GZQ
K9045,63000K904501,广州,茂名,GZQ,MDQ
K9046,66000K904601,茂名,广州,MDQ,GZQ
K9047,66000K904702,信宜,广州,EEQ,GZQ
K9048,63000K904900,广州,信宜,GZQ,EEQ
K9049,63000K904900,广州,信宜,GZQ,EEQ
K9050,66000K904702,信宜,广州,EEQ,GZQ
K9051,64000K90540G,怀化,深圳东,HHQ,BJQ
K9052,65000K90520D,深圳东,怀化,BJQ,HHQ
K9053,65000K90520D,深圳东,怀化,BJQ,HHQ
K9054,64000K90540G,怀化,深圳东,HHQ,BJQ
K9059,64000K90620C,怀化,深圳西,HHQ,OSQ
K9060,69000K90600H,深圳西,怀化,OSQ,HHQ
K9061,69000K90600H,深圳西,怀化,OSQ,HHQ
K9062,64000K90620C,怀化,深圳西,HHQ,OSQ
K9063,64000K90630M,铜仁,深圳西,RDQ,OSQ
K9064,69000K90640E,深圳西,铜仁,OSQ,RDQ
K9065,69000K90640E,深圳西,铜仁,OSQ,RDQ
K9066,64000K90630M,铜仁,深圳西,RDQ,OSQ
K9075,6a000K90750C,常德,深圳,VGQ,SZQ
K9076,65000K90760H,深圳,常德,SZQ,VGQ
K9077,6a000K90770F,益阳,广州,AEQ,GZQ
K9078,63000K90780H,广州,益阳,GZQ,AEQ
K9083,62000K90860I,邵阳,深圳西,SYQ,OSQ
K9084,69000K90840F,深圳西,邵阳,OSQ,SYQ
K9085,69000K90840F,深圳西,邵阳,OSQ,SYQ
K9086,62000K90860I,邵阳,深圳西,SYQ,OSQ
K9091,6a000K90910A,常德,长沙,VGQ,CSQ
K9092,62000K90920A,长沙,常德,CSQ,VGQ
K9093,62000K909301,衡阳,深圳西,HYQ,OSQ
K9094,69000K909407,深圳西,衡阳,OSQ,HYQ
K9095,67000K909800,汕头,深圳西,OTQ,OSQ
K9096,69000K909601,深圳西,汕头,OSQ,OTQ
K9097,69000K909601,深圳西,汕头,OSQ,OTQ
K9098,67000K909800,汕头,深圳西,OTQ,OSQ
K9121,62000K91210E,衡阳,深圳,HYQ,SZQ
K9122,65000K91220G,深圳,衡阳,SZQ,HYQ
K9125,62000K91280D,永州,广州,AOQ,GZQ
K9126,63000K912609,广州,永州,GZQ,AOQ
K9127,63000K912609,广州,永州,GZQ,AOQ
K9128,62000K91280D,永州,广州,AOQ,GZQ
K9162,6b000K916200,三亚,南山北,SEQ,
K9164,6b000K916400,三亚,南山北,SEQ,
K9166,6b000K916600,三亚,南山北,SEQ,
K9168,6b000K916800,三亚,南山北,SEQ,
K9170,6b000K917000,三亚,南山北,SEQ,
K9303,71000K93030F,南宁,靖西,NNZ,JMZ
K9304,71000K930405,靖西,南宁,JMZ,NNZ
K9305,71000K93050L,南宁,靖西,NNZ,JMZ
K9306,71000K93060K,靖西,南宁,JMZ,NNZ
K9307,71000K93070L,南宁,靖西,NNZ,JMZ
K9308,71000K93080K,靖西,南宁,JMZ,NNZ
K9311,71000K93140H,湛江,南宁,ZJZ,NNZ
K9312,71000K93120I,南宁,湛江,NNZ,ZJZ
K9313,71000K93120I,南宁,湛江,NNZ,ZJZ
K9314,71000K93140H,湛江,南宁,ZJZ,NNZ
K9321,73000K932408,博白,南宁,BBZ,NNZ
K9322,71000K93220O,南宁,博白,NNZ,BBZ
K9323,71000K93220O,南宁,博白,NNZ,BBZ
K9324,73000K932408,博白,南宁,BBZ,NNZ
K9365,7m000K93680C,南充,重庆北,NCW,CUW
K9366,77000K936609,重庆北,南充,CUW,NCW
K9367,77000K936609,重庆北,南充,CUW,NCW
K9368,7m000K93680C,南充,重庆北,NCW,CUW
K9369,78000K93690A,贵阳,六盘水,GIW,UMW
K9385,78000K938502,贵阳,纳雍,GIW,NYE
K9386,78000K938602,纳雍,贵阳,NYE,GIW
K9387,78000K938710,贵阳,纳雍,GIW,NYE
K9388,78000K938810,纳雍,贵阳,NYE,GIW
K9411,76000K941105,巴中,重庆北,IEW,CUW
K9412,77000K941207,重庆北,巴中,CUW,IEW
K9413,77000K941207,重庆北,巴中,CUW,IEW
K9415,76000K941502,巴中,成都,IEW,CDW
K9416,76000K941610,成都东,巴中,ICW,IEW
K9417,76000K941610,成都东,巴中,ICW,IEW
K9431,77000K943109,重庆北,广元,CUW,GYW
K9432,76000K943204,广元,重庆北,GYW,CUW
K9433,76000K943607,成都,广元,CDW,GYW
K9434,76000K943410,广元,成都东,GYW,ICW
K9435,76000K943410,广元,成都东,GYW,ICW
K9436,76000K943607,成都,广元,CDW,GYW
K9441,77000K944101,重庆北,广元,CUW,GYW
K9445,76000K94450E,成都,宜宾,CDW,YBW
K9446,77000K94460F,宜宾,成都,YBW,CDW
K9463,78000K94630V,贵阳,内江,GIW,NJW
K9464,77000K946503,内江,贵阳,NJW,GIW
K9465,77000K946503,内江,贵阳,NJW,GIW
K9466,78000K94630V,贵阳,内江,GIW,NJW
K9483,76000K94830Y,成都,攀枝花,CDW,PRW
K9484,76000K94840O,攀枝花,成都,PRW,CDW
K9571,78000K95710E,贵阳,大方南,GIW,DNE
K9572,78000K957301,大方南,贵阳,DNE,GIW
K9573,78000K957301,大方南,贵阳,DNE,GIW
K9574,78000K95710E,贵阳,大方南,GIW,DNE
K9575,78000K957503,贵阳,大方南,GIW,DNE
K9576,78000K957705,大方南,贵阳,DNE,GIW
K9577,78000K957705,大方南,贵阳,DNE,GIW
K9578,78000K957503,贵阳,大方南,GIW,DNE
K9581,78000K95810D,贵阳,草海,GIW,WBW
K9582,78000K95830E,草海,贵阳,WBW,GIW
K9583,78000K95830E,草海,贵阳,WBW,GIW
K9584,78000K95810D,贵阳,草海,GIW,WBW
K9585,78000K95850F,贵阳,草海,GIW,WBW
K9586,78000K95870A,草海,贵阳,WBW,GIW
K9587,78000K95870A,草海,贵阳,WBW,GIW
K9588,78000K95850F,贵阳,草海,GIW,WBW
K9589,78000K958905,贵阳,六盘水,GIW,UMW
K9590,78000K959004,六盘水,贵阳,UMW,GIW
K9601,8c000K96040T,丽江,昆明,LHM,KMM
K9602,80000K96020P,昆明,丽江,KMM,LHM
K9603,80000K96020P,昆明,丽江,KMM,LHM
K9604,8c000K96040T,丽江,昆明,LHM,KMM
K9605,8c000K96080Y,丽江,昆明,LHM,KMM
K9606,80000K96060U,昆明,丽江,KMM,LHM
K9607,80000K96060U,昆明,丽江,KMM,LHM
K9608,8c000K96080Y,丽江,昆明,LHM,KMM
K9609,80000K960906,宣威,昆明,XWM,KMM
K9610,80000K96100Q,昆明,宣威,KMM,XWM
K9611,8c000K961406,丽江,昆明,LHM,KMM
K9612,80000K96120B,昆明,丽江,KMM,LHM
K9613,80000K96120B,昆明,丽江,KMM,LHM
K9614,8c000K961406,丽江,昆明,LHM,KMM
K9616,80000K961706,宣威,丽江,XWM,LHM
K9617,80000K961706,宣威,丽江,XWM,LHM
K9618,8c000K961806,丽江,宣威,LHM,XWM
K9619,8c000K961903,大理,丽江,DKM,LHM
K9620,8c000K96200H,丽江,大理,LHM,DKM
K9625,8c000K96280N,丽江,昆明,LHM,KMM
K9626,80000K96260J,昆明,丽江,KMM,LHM
K9627,80000K96260J,昆明,丽江,KMM,LHM
K9628,8c000K96280N,丽江,昆明,LHM,KMM
K9629,8c000K962905,大理,丽江,DKM,LHM
K9630,8c000K963003,丽江,大理,LHM,DKM
K9635,8c000K96380I,大理,昆明,DKM,KMM
K9638,8c000K96380I,大理,昆明,DKM,KMM
K9641,8c000K964406,大理,昆明,DKM,KMM
K9642,80000K964208,昆明,大理,KMM,DKM
K9643,80000K964208,昆明,大理,KMM,DKM
K9644,8c000K964406,大理,昆明,DKM,KMM
K9651,87000K965120,银川,中卫,YIJ,ZWJ
K9652,87000K965210,中卫,银川,ZWJ,YIJ
K9661,85000K966121,兰州,嘉峪关,LZJ,JGJ
K9662,86000K966213,嘉峪关,兰州,JGJ,LZJ
K9663,8i000K966300,长庆桥,兰州,CQJ,LZJ
K9664,85000K966420,兰州,长庆桥,LZJ,CQJ
K9665,87000K966512,银川,兰州,YIJ,LZJ
K9666,85000K966611,兰州,银川,LZJ,YIJ
K9667,85000K966781,兰州,敦煌,LZJ,DHJ
K9668,8b000K966951,敦煌,兰州,DHJ,LZJ
K9669,8b000K966951,敦煌,兰州,DHJ,LZJ
K9670,85000K966781,兰州,敦煌,LZJ,DHJ
K9681,8c000K968407,丽江,昆明,LHM,KMM
K9682,80000K968209,昆明,丽江,KMM,LHM
K9683,80000K968209,昆明,丽江,KMM,LHM
K9684,8c000K968407,丽江,昆明,LHM,KMM
K9685,8c000K968809,丽江,昆明,LHM,KMM
K9686,80000K968607,昆明,丽江,KMM,LHM
K9687,80000K968607,昆明,丽江,KMM,LHM
K9688,8c000K968809,丽江,昆明,LHM,KMM
K9692,84000K969404,河口北,大理,HBM,DKM
K9693,84000K969404,河口北,大理,HBM,DKM
K9694,84000K969404,河口北,大理,HBM,DKM
K9698,8b000K969900,敦煌,嘉峪关,DHJ,JGJ
K9699,8b000K969900,敦煌,嘉峪关,DHJ,JGJ
K9717,94000K972002,和田,伊宁,VTR,YMR
K9718,95000K971801,伊宁,和田,YMR,VTR
K9719,95000K971801,伊宁,和田,YMR,VTR
K9720,94000K972002,和田,伊宁,VTR,YMR
K9749,93000K974911,乌鲁木齐,阿勒泰,WAR,AUR
K9750,9y000K975001,阿勒泰,乌鲁木齐,AUR,WAR
K9755,94000K975840,阿克苏,乌鲁木齐,ASR,WAR
K9756,93000K975640,乌鲁木齐,阿克苏,WAR,ASR
K9757,93000K975640,乌鲁木齐,阿克苏,WAR,ASR
K9758,94000K975840,阿克苏,乌鲁木齐,ASR,WAR
K9763,93000K976302,乌鲁木齐,阿拉山口,WAR,AKR
K9764,95000K976402,阿拉山口,乌鲁木齐,AKR,WAR
K9767,94000K977000,库尔勒,伊宁,KLR,YMR
K9768,95000K976802,伊宁,库尔勒,YMR,KLR
K9769,95000K976802,伊宁,库尔勒,YMR,KLR
K9770,94000K977000,库尔勒,伊宁,KLR,YMR
K9771,94000K977404,阿克苏,阿勒泰,ASR,AUR
K9772,9y000K977201,阿勒泰,阿克苏,AUR,ASR
K9773,9y000K977201,阿勒泰,阿克苏,AUR,ASR
K9774,94000K977404,阿克苏,阿勒泰,ASR,AUR
K9775,94000K977831,阿克苏,乌鲁木齐,ASR,WAR
K9776,93000K977631,乌鲁木齐,阿克苏,WAR,ASR
K9777,93000K977631,乌鲁木齐,阿克苏,WAR,ASR
K9778,94000K977831,阿克苏,乌鲁木齐,ASR,WAR
K9781,94000K978410,阿克苏,乌鲁木齐,ASR,WAR
K9782,93000K978251,乌鲁木齐,阿克苏,WAR,ASR
K9783,93000K978251,乌鲁木齐,阿克苏,WAR,ASR
K9784,94000K978410,阿克苏,乌鲁木齐,ASR,WAR
K9785,94000K97880B,喀什,阿勒泰,KSR,AUR
K9786,9y000K978601,阿勒泰,喀什,AUR,KSR
K9787,9y000K978601,阿勒泰,喀什,AUR,KSR
K9788,94000K97880B,喀什,阿勒泰,KSR,AUR
K9789,93000K978920,乌鲁木齐,霍尔果斯,WAR,HFR
K9790,95000K979030,霍尔果斯,乌鲁木齐,HFR,WAR
K9791,93000K979131,乌鲁木齐,阿勒泰,WAR,AUR
K9792,9y000K979201,阿勒泰,乌鲁木齐,AUR,WAR
